,context,by,when,post
516,feature,saipothermia,Jun 26 @ 10:25am ,"Alright! I was wondering why the game crashes when I deploy modded rooms. So I unsubscribed from ""The Greater Reform"" mod, too bad I liked that mod so much. I\\\'ll subscribe again and see if the game still crashes. Guess I\\\'ll have to redo my whole prison\\\'s design. /sighAnyway, thank you for this update. I hope you add more features and more micro-management."
517,feature,Ninluc,Jul 14 @ 11:50am ,"I\\\'ve got same issue, even empty trucks. I don\\\'t think it\\\'s a bug but a missing ""feature"" the problem is for example books : When a prisonners just sorted a book a new is commanded and a truck with 1 book arrive. Devs should have added a stamp.Anyway for the moment imagine it\\\'s garbage trucks :)"
518,feature,Jul 7 @ 9:23pm,Any chance we\\\'ll get foundation planning+floors working proper in Multiplayer?,This is one feature which I basically consider essential to building in this game and it doesn\\\'t work in multiplayer for the client connected. Is there any chance we\\\'ll actually get this working at some point?
519,feature,El-Ploplo,Apr 23 @ 7:26am ,"Finally, what a wonderful feature !"
520,feature,Acenoid,Apr 11 @ 4:43pm ,"I don\\\'t think that a featured prison have to be ultra-special or secure. So I don\\\'t really get why some people have this ""bad vibe"" from a user generated prison. I don\\\'t think that it has to be a competition."
521,feature,crazyfluke,"Nov 27, 2019 @ 7:58am ","OK so the Sneezer update had some really bad bugs but some awesome features, so glad to see Paradox being so fast with this Hotfix,  now I can play again!"
522,feature,New Meta Knight,May 14 @ 12:59pm ,"So I can finally make a sector that includes multiple types of security levels?Thank you guys so much, I\\\'ve wanted that feature for years :D"
523,feature,diskondire,"Jun 24, 2019 @ 4:59pm ","Honestly @AZURE, you could\\\'ve let the community done it. Make it a feature in the workshop where we can edit names and upload it. Or have some trusted community members do it:("
524,feature,De eenzame boom op de Bjerg,"Jun 23, 2019 @ 7:45am ",Rather have the game stay like it is as a one time purchase but with no more updates than have it get multiple paid DLC\\\'s for requested features.
525,feature,#11,"Jun 19, 2019 @ 7:13am ","And, please, before you mess with this franchise, release the new features in a separate game and leave this one untouched. We\\\'ve supported Introversion Software, not this new dev team."
526,feature,xf0\\x9f\\x90\\x89 Green Dragon \\xf0\\x9f\\x90\\x89,"Jul 27, 2016 @ 3:31am ",awesome yeah but sucks they wont be adding any more features to the game
527,feature,Sir Murtak [108th],"Dec 20, 2016 @ 5:24am ","Thank you very much for bringing new updates and features, Prison Architect has become even better with Time. I wish you all a nice Christmas :) "
528,feature,Durakin,"Mar 4, 2016 @ 2:42am ",ice feature with heat
529,feature,TheNob,"Aug 6, 2018 @ 6:42am ",@*Yuki* The game gets new features added all the time (like with DLCs). Keep trolling cutie. 
530,feature,#1,Aug 17 @ 12:58pm ,"Humans suck ;) Guess this comes to a new feature request.I\\\'d like that anyone at random can log into my prison at any time and take the role of a prisoner. If it was me I\\\'d do it to anyone playing, but more likely, people could open their prison to online escape attempts.Looks like a nice add on for\\xc2\\xa0the future"
531,feature,Patrick_777,"Dec 18, 2014 @ 10:07am ","There are so many Early Access devs that take the money and don\\\'t update, or care about their customer (looking at you, Spintires), but you guys along with Space Engineers are easily the best out there and like Genkaku above, I still think the EA games are a viable feature."
532,feature,+theo+,"Jan 30, 2015 @ 3:59am ",OMG! I\\\'ve been waiting for this update. This is a long time update but it is here now. Yaaay! Love the new features and stuff especially the chapel. It is what the prisoners need. <3  
533,feature,"Amazing, more things to do, love this game!",#7,Hope at the feature updates there will be a Gang Squad like Ms-13 or Bloods (just an example) where is says at the reputation screen that this guy is a member of this squad and this guy is a leader of this squad. Hope someday! That would be the sickest update <3
534,feature,#9,"Jan 30, 2015 @ 4:11am ",What I want to say to the devs is making new features every new update would be very nice. As of my experience. I achieve all what a player can have in this game and I am starting to get bored. Then when every update comes that is the point where you want to play the game again <3  
535,feature,Jan 23 @ 1:16am,The Sneezer 1.02 Patch,"Hello Wardens!The delivery truck just arrived with a new patch addressing some of the issues that were discovered! We appreciate your continued support and feedback.Changelog:Criminally Insane inmates or associated prisoner traits will no longer spawn if the \\xe2\\x80\\x9cPsych Ward: Warden\\xe2\\x80\\x99s Edition\\xe2\\x80\\x9d Expansion is not installed.Female prisoners with babies should no longer become criminally insane. This is also fixed in existing savegames.Players can cancel cloned rooms and get a refund for the item(s) canceled depending on the progress.Fixed prisoners\\xe2\\x80\\x99 hands and some carried items being displayed incorrectly when crossing bridges.Fixed some crashing issues.Fixed localization errors.Fixed benches incorrectly attaching to walls and breaking alignment with tables.Fixed an issue with some rotations of Guard Pavilion (Corner).Fixed the prisoner count being displayed incorrectly in Reports.Fixed room quality stating some prisoners deserve higher Cell quality than 10.Fixed prisoners not always being assigned a cell in sectors other than shared ones.Fixed issues with the game being forced into a windowed state after loading a savegame on Mac OSX.Fixed the \\xe2\\x80\\x9cPrison Danger\\xe2\\x80\\x9d statistic calculation including dead prisoners.Fixed an issue where Criminally Insane Inmates were being unintentionally blocked from Chapel and Canteen rooms, even when said areas were flagged as ""Insane Only"" zones in Deployment.Fixed an issue where the planning aspects of the ""Conviction"" campaign story were not compatible with the new Planning Mode features.Added ability for Modders: You can now turn off shadows using \\xe2\\x80\\x9cSpecialRestriction NoShadow\\xe2\\x80\\x9d.Known Issues:MAC/Linux: Changing the language during gameplay can lead to all objects turning into black squares. Restarting your game will fix this issue.MAC: There is a chance that the plot options \\xe2\\x80\\x9cSnowbound Plot\\xe2\\x80\\x9d, \\xe2\\x80\\x9cJungle Plot\\xe2\\x80\\x9d, \\xe2\\x80\\x9cDesert Plot\\xe2\\x80\\x9d and \\xe2\\x80\\x9cLunar Plot\\xe2\\x80\\x9d will not get applied when starting a new game."
